Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Sandy,Soybean,563.7120665978291,26.326380423590074,True,True,Rainy,146,5.607919042273173
East,Loam,Wheat,472.03801537687923,39.14065011201913,False,True,Sunny,105,5.188289479123028
West,Loam,Rice,122.02173668157343,27.887125236549455,True,False,Sunny,123,2.618015434251695
South,Chalky,Barley,453.6679361323009,37.33811710296304,True,True,Cloudy,133,5.525815321694002
West,Sandy,Barley,618.9298246350976,30.01764274047798,False,True,Sunny,113,4.1937403000441975
North,Sandy,Soybean,123.53653595917106,21.00286834860451,True,False,Rainy,70,2.1832736914874107
East,Peaty,Wheat,351.4624437915695,30.237303239939685,False,False,Cloudy,105,2.4878376962475577
West,Clay,Cotton,791.0376021507032,17.95148527969265,True,False,Sunny,131,5.226820952577633
North,Loam,Maize,360.578027050596,16.22009679314688,True,True,Sunny,96,4.334404011803423
West,Peaty,Maize,639.1327741343355,37.461994285070624,True,True,Sunny,108,6.661031889922984
West,Peaty,Barley,540.5377649061221,26.203081113783604,False,True,Cloudy,134,4.020553196084062
East,Chalky,Barley,939.3599371904322,16.653526639559107,False,True,Sunny,86,5.7504493661973015
South,Peaty,Barley,875.4232765537164,35.14277025857152,True,True,Cloudy,113,7.314220250774027
South,Loam,Rice,748.5162706511577,29.390732336381035,False,True,Cloudy,105,5.512496040070639
North,Clay,Maize,657.9010458746163,34.99992705504968,False,True,Rainy,100,5.383573304269313
North,Peaty,Maize,281.30521743096796,38.6712097260326,True,True,Sunny,113,4.32259478432548
North,Silt,Cotton,209.04033773145812,22.960869530890825,False,True,Cloudy,107,2.644039641476343
East,Loam,Maize,991.1912980118157,38.365206211065605,True,False,Rainy,131,7.505014121298148
South,Loam,Rice,288.12876709401974,36.081216450634315,True,False,Rainy,96,3.883456500340606
North,Peaty,Maize,638.9227789732099,34.247605085217636,True,True,Sunny,135,6.5547490042111045
North,Chalky,Maize,160.68293235640084,21.733923653730116,False,True,Sunny,144,2.494575460155581
West,Clay,Wheat,362.3554463165987,16.322258600070576,True,True,Cloudy,114,5.654974654503259
West,Peaty,Wheat,752.4083670876654,16.991931104537624,False,False,Sunny,89,3.7068997956874266
North,Sandy,Soybean,560.6734917212976,28.064694731455145,False,False,Cloudy,85,2.3650504673180377
West,Silt,Rice,679.4063622417575,30.42004446515154,True,False,Cloudy,125,4.801051992149259
West,Sandy,Soybean,443.6021355453813,34.62195668669761,True,True,Rainy,110,5.19401114034151
West,Peaty,Cotton,684.2037201103792,23.82530321909394,True,True,Cloudy,77,5.704718716094405
East,Clay,Soybean,308.37473861847997,39.64351054264381,False,True,Cloudy,66,3.995966792259151
North,Silt,Barley,405.29620460216165,25.831778962732656,False,True,Cloudy,114,3.4384049540692985
North,Silt,Cotton,453.92104864427466,34.44053459631131,False,False,Rainy,78,3.2065496927843045
West,Chalky,Soybean,401.54586037948553,33.01796009781853,True,True,Rainy,132,5.687823950122189
East,Loam,Rice,406.8674523824508,19.261343902268948,False,True,Sunny,121,3.639727260214738
West,Clay,Cotton,166.42643896326595,37.42427906770151,True,False,Cloudy,92,3.1826563079698262
East,Sandy,Wheat,681.6159816859906,22.82659050824859,False,False,Cloudy,148,4.219172102888609
North,Sandy,Wheat,440.2253792419123,29.398240844450502,True,False,Rainy,77,4.740385225262272
West,Clay,Barley,256.02546152693634,21.859769705761146,False,True,Cloudy,70,3.239187753592493
North,Silt,Wheat,466.8031853043619,30.42498150656526,False,True,Rainy,95,4.302730872334788
East,Chalky,Maize,381.54885247111685,38.88743697634702,True,True,Sunny,109,5.461142596871088
South,Chalky,Cotton,577.6256257109424,32.57529125970045,False,True,Sunny,128,4.275581305708975
East,Peaty,Rice,433.61655853947263,36.678809747538196,True,True,Cloudy,88,5.021982615706716
South,Sandy,Cotton,732.0083078943462,35.70879803916118,False,True,Cloudy,92,5.269412411280987
North,Peaty,Soybean,123.69736606063447,23.040753856326766,True,True,Cloudy,113,4.0911300919389975
North,Peaty,Cotton,403.27092534096136,39.64348164171925,True,True,Rainy,122,6.099418660917055
West,Chalky,Barley,632.5714835391525,18.96891189336128,False,True,Rainy,64,5.410729166855606
South,Chalky,Maize,969.7928777365432,33.132370128097975,True,False,Cloudy,136,6.734172946920145
East,Chalky,Soybean,619.4710480434952,19.421795786552067,True,False,Sunny,122,5.719517277326175
North,Sandy,Rice,718.5798851272939,32.45129728299312,False,False,Cloudy,119,4.453233683965524
South,Silt,Wheat,711.7453331160276,19.599811542475745,True,True,Cloudy,84,7.518285843118445
East,Chalky,Barley,344.4825178317964,29.72670459886771,True,False,Rainy,100,3.7455415726252657
South,Chalky,Maize,348.1310406852756,29.807538244892264,False,True,Rainy,100,3.3957961521831375
East,Clay,Rice,844.5647940203351,38.46973549507803,False,True,Rainy,127,5.794445792611613
East,Silt,Cotton,152.2319110882345,25.21123912553348,False,False,Sunny,81,1.0716136857121468
East,Chalky,Wheat,477.67632308090185,29.184746511401972,True,True,Cloudy,77,5.473876999738403
East,Chalky,Cotton,261.7908222784291,29.93431589540225,False,True,Sunny,104,2.8091085395003654
South,Silt,Barley,346.4772772435897,33.61486796452492,False,True,Cloudy,118,3.0469587553506674
South,Silt,Wheat,624.3749857895757,19.880593919359203,True,False,Sunny,100,5.8425267276130555
West,Silt,Barley,215.81857036085012,17.722337228418944,False,True,Cloudy,87,3.052499354810217
South,Peaty,Barley,263.9710994979017,20.63733578045118,True,True,Rainy,115,4.417501274885836
South,Loam,Soybean,401.1361799846223,19.81443322037088,True,False,Rainy,116,4.441465442703087
West,Peaty,Cotton,352.1752645952732,16.494901326388973,True,False,Sunny,64,3.7369246508379668
South,Sandy,Cotton,643.2788051588244,27.857721542569625,True,True,Sunny,65,5.7355784539022325
East,Peaty,Soybean,125.33962846169541,21.141133943746716,True,False,Cloudy,71,2.0694034001369794
North,Silt,Rice,140.82215390130114,35.17905058426304,False,True,Sunny,89,2.986795154006506
North,Peaty,Barley,731.9635337925241,25.982321551055602,False,False,Cloudy,97,3.661026760370365
West,Silt,Wheat,772.1272465480732,15.18217490835523,False,False,Cloudy,108,4.357570983812571
South,Chalky,Rice,788.8385046017584,38.98069200500953,True,True,Sunny,123,7.421803501228864
South,Sandy,Soybean,583.7609936913914,26.687481509867666,False,True,Sunny,75,4.885069678104372
West,Clay,Barley,871.8784450807965,37.20764325541713,True,True,Rainy,96,8.392907763693508
North,Chalky,Wheat,183.89162142054306,23.320999093999127,True,True,Rainy,83,4.168463877506637
East,Peaty,Barley,484.16389845010116,16.926937785457913,True,False,Rainy,103,4.3782052977733015
South,Clay,Rice,823.6782804559128,36.69967882903143,True,False,Cloudy,139,6.875935134737169
West,Silt,Rice,422.60316127094,18.472533016882096,False,False,Sunny,137,2.758083505267577
East,Silt,Soybean,616.3470037793002,22.21803487304988,False,True,Cloudy,147,4.650436146351445
West,Clay,Soybean,559.4971012567336,17.56708937642997,False,False,Sunny,88,2.3910696414930377
West,Clay,Maize,916.880038297367,27.294715055904412,False,True,Rainy,148,6.724904251048145
West,Sandy,Cotton,326.9334514018495,30.713893667761738,True,True,Sunny,96,4.306226003997958
North,Clay,Wheat,197.25307344928717,39.59262271387219,True,True,Sunny,148,3.856392459795405
North,Sandy,Rice,971.2005276880095,23.378216010485552,True,False,Sunny,141,6.936676034940097
West,Clay,Cotton,461.624086118419,21.917592085456086,True,True,Rainy,115,5.132603132366717
South,Peaty,Barley,302.5608340361737,18.954476432238742,False,False,Cloudy,144,2.076941273796226
East,Clay,Cotton,913.446254785458,21.19629530748769,False,True,Cloudy,83,6.386975532518729
South,Peaty,Rice,961.7960595964072,31.829765477385855,True,False,Rainy,119,7.763701203326267
North,Silt,Cotton,885.7303213635407,19.676344137562268,False,True,Sunny,145,6.183375692359349
East,Clay,Wheat,797.347654978671,27.8414493831177,True,True,Sunny,61,7.029764695321161
West,Peaty,Maize,142.86027654033583,35.319801989571374,True,False,Rainy,127,3.1886927716199307
South,Clay,Rice,964.7974710116051,33.24489120921486,True,False,Rainy,120,7.86960323252991
South,Peaty,Wheat,738.7514730605993,36.78215235122293,False,False,Rainy,114,3.639508310377836
West,Clay,Maize,361.8185534327574,18.190099655409163,True,False,Sunny,111,3.261269104641719
South,Peaty,Soybean,825.7530243916242,29.57988153688405,True,True,Cloudy,67,7.040672668120751
North,Chalky,Cotton,732.1854304291516,18.972556147980434,False,False,Sunny,122,4.072543044992381
West,Chalky,Cotton,500.15612859488436,16.39387786525738,True,True,Rainy,109,5.968825880784271
South,Peaty,Barley,711.1962219240356,34.230266673425575,True,True,Cloudy,103,7.1216582013249585
West,Sandy,Rice,592.8399975473434,27.403098121366455,False,False,Rainy,73,3.8622566720601728
East,Sandy,Soybean,644.4573476773908,20.37465926786251,False,False,Rainy,97,3.513377933379875
West,Peaty,Barley,248.78244293214286,37.742078325079035,False,False,Rainy,141,2.9035354220737455
South,Chalky,Barley,368.3570836802431,26.33864054951669,True,False,Sunny,118,4.5045995099077984
North,Loam,Wheat,427.25955781436005,29.235739043109156,True,False,Rainy,72,5.207801690654321
West,Chalky,Cotton,591.2152566985135,33.71665459291896,False,True,Rainy,121,5.472584631925099
West,Silt,Maize,728.405096454953,39.73607665953508,False,False,Cloudy,119,4.367026091432518
South,Silt,Wheat,710.0276897971574,24.133144922352308,False,True,Cloudy,147,4.815936403729929
North,Chalky,Soybean,286.27365488557996,34.393904271892765,True,True,Cloudy,108,3.1796325073755622
North,Sandy,Barley,688.7393576729489,20.28501331514686,True,True,Rainy,114,7.166057920261613
East,Loam,Maize,908.4044641387546,34.901300404740965,False,False,Sunny,60,5.164270417414513
East,Sandy,Barley,508.57144103430255,37.730519966651116,False,True,Sunny,98,3.9113366689969324
South,Peaty,Barley,553.7989518842218,33.11425864420248,True,False,Sunny,66,4.423361971771701
North,Peaty,Wheat,669.1138310809239,18.640260994692753,False,True,Cloudy,131,4.813113571007753
North,Sandy,Rice,798.5059100679791,16.048428846065043,True,False,Sunny,136,5.002666014482471
East,Loam,Maize,413.0650834817302,16.02744098194058,True,True,Rainy,74,6.0983432691121475
East,Peaty,Rice,372.5574242449402,24.797103938869157,False,True,Cloudy,61,3.2826512399235237
South,Silt,Wheat,541.9628002341392,25.908128903880943,False,False,Sunny,62,2.6138537287655397
North,Clay,Rice,332.07572584013406,34.21013049456886,False,False,Sunny,83,2.986902679822226
West,Sandy,Soybean,544.9841032290485,33.65188280699431,False,False,Rainy,136,2.842041065072972
East,Silt,Rice,957.9475441921884,36.66463841293731,True,False,Sunny,90,6.686171534947342
South,Clay,Wheat,834.7174656022897,16.130523516761016,True,False,Cloudy,132,5.814473923308613
North,Silt,Wheat,279.4962710912623,21.112170930856212,True,False,Rainy,133,3.5595495955962657
North,Loam,Barley,938.2677659604745,17.905418297444783,False,True,Rainy,116,6.5244454297656125
East,Clay,Maize,425.21690492117824,38.083801860334894,False,True,Rainy,85,3.6046849601189987
South,Peaty,Wheat,972.1433759351198,30.753234591857993,True,True,Cloudy,105,8.309709687369097
West,Sandy,Maize,252.56489554773705,33.30822631128998,False,False,Rainy,130,2.1651328952065763
East,Silt,Cotton,225.3714648473408,16.35082453815453,True,False,Rainy,149,2.7977081960366252
South,Clay,Maize,308.3688695463097,39.04029619387137,True,False,Sunny,61,3.513804507249721
North,Clay,Wheat,763.5789691527093,28.95411220761251,True,True,Sunny,67,7.680407301602584
West,Peaty,Rice,253.08604523836524,37.84452479335572,False,True,Rainy,113,2.9957744181012185
South,Silt,Rice,140.75751799470945,30.958896946439403,False,False,Sunny,135,1.453493725574377
West,Sandy,Soybean,362.9167323687345,21.05820247479579,True,True,Rainy,128,3.870543989012123
South,Chalky,Wheat,467.11982069572025,35.595268741280805,True,True,Rainy,90,5.931342988831389
South,Sandy,Maize,809.5643950957835,22.48521938877362,True,True,Sunny,144,7.84213835791301
South,Loam,Wheat,450.5655056210263,19.43470136170865,True,False,Rainy,100,3.7740770461773967
South,Silt,Barley,504.7868033723443,22.13308248929316,True,True,Rainy,67,5.765339603531394
West,Peaty,Maize,382.0801938654532,27.077330554330672,False,True,Rainy,66,4.036492186053603
East,Clay,Rice,517.6721161628911,35.92634125331592,False,False,Cloudy,124,3.4143066262987665
West,Loam,Soybean,632.973441021409,32.813078756265014,True,True,Rainy,85,7.537884017414521
South,Sandy,Maize,874.1412073899255,33.195286631622956,True,False,Rainy,127,6.679097014294184
West,Clay,Cotton,415.0828062149514,24.23118972670054,False,False,Cloudy,80,2.7220111473654915
West,Peaty,Wheat,183.6131548824306,27.706522186722022,True,True,Rainy,116,3.2237797439579197
West,Silt,Wheat,161.6486960515441,37.07595832742013,False,True,Cloudy,117,2.379028572356197
South,Clay,Cotton,909.740229911165,23.23381932614761,False,False,Rainy,67,5.24539212285794
West,Silt,Cotton,102.28310964603472,18.761393943114562,False,True,Rainy,110,2.6765036079179065
North,Loam,Maize,733.495871004436,27.213698182211683,True,False,Rainy,89,5.743473021646495
South,Sandy,Wheat,706.3262486849274,18.40774957635149,False,False,Cloudy,115,3.4758345542141384
West,Peaty,Cotton,635.962463325559,20.080888273495148,False,False,Sunny,79,3.949411952475648
North,Silt,Maize,580.7712776675996,26.351069448757944,False,False,Rainy,148,3.791047714342022
West,Loam,Maize,908.9764015719499,35.86066737962656,False,True,Rainy,97,6.485034934785092
East,Clay,Soybean,914.1392778884143,24.579441473811215,False,False,Sunny,130,4.651929582928367
West,Sandy,Barley,666.6323657156531,22.440251049814037,False,True,Cloudy,86,5.167687739323084
West,Clay,Rice,107.25129854249157,19.19517892909839,True,False,Rainy,70,2.9920181216145503
East,Clay,Maize,599.6813567171913,31.03067241771535,False,True,Sunny,103,5.157068079032262
South,Clay,Rice,917.3106788070365,36.79986977734622,False,True,Cloudy,99,6.45873848242382
East,Sandy,Maize,276.2976343327723,17.580141536940747,True,False,Rainy,86,3.700320912757937
South,Clay,Cotton,730.0496771411196,26.563559496788358,False,False,Sunny,120,4.770798588331671
East,Peaty,Rice,899.9867409947176,19.106921517590365,False,True,Rainy,61,5.715280872243952
West,Loam,Rice,380.82797166693103,18.543304523859117,False,False,Cloudy,109,2.488645936289699
West,Chalky,Cotton,149.32917731802038,20.094058160668375,True,True,Rainy,122,4.345105964983537
South,Peaty,Soybean,236.53701838697015,34.887314441040544,True,True,Sunny,114,4.170290322326915
South,Chalky,Wheat,149.26713875930977,27.265769495384845,True,True,Sunny,108,4.065637227814993
North,Sandy,Maize,439.19998215367445,15.728628327226657,False,True,Rainy,124,3.0370084735594927
North,Peaty,Maize,427.97516981767996,30.3731900091777,False,False,Sunny,111,2.5778809497373167
West,Silt,Cotton,588.6258990734757,18.283994358490027,False,False,Sunny,126,2.9438518788713335
West,Silt,Rice,947.3810192734711,36.157263031587554,False,False,Rainy,66,5.201531612298041
North,Loam,Cotton,733.9852574511747,17.594748615538855,False,False,Sunny,138,3.8199445899112865
North,Sandy,Barley,619.772432689149,15.971081114143098,True,True,Sunny,99,6.759196782226259
South,Clay,Cotton,165.32394753910108,27.309855216224758,False,False,Cloudy,143,1.9515578132844749
East,Peaty,Wheat,505.24993599665515,26.811383301253912,False,True,Cloudy,75,4.374789312344873
South,Peaty,Wheat,960.4611375539619,35.02691356551063,False,False,Cloudy,92,5.494234697292928
North,Peaty,Cotton,785.3518353521398,19.276360049684712,True,True,Rainy,101,6.700557267274002
West,Clay,Wheat,961.2123320403841,26.828431749807336,True,False,Cloudy,100,7.88432846619053
North,Sandy,Barley,625.3974636355889,25.416791492743286,True,False,Cloudy,79,5.595822580739098
West,Clay,Wheat,243.52211665489983,32.214577771410774,True,True,Sunny,113,4.339443290651475
West,Peaty,Wheat,944.5076410180218,20.118110789530746,True,False,Rainy,100,6.332376043962844
West,Loam,Barley,887.9033610173176,38.45178381826182,False,False,Cloudy,123,5.211027502676036
West,Silt,Maize,317.79284379240755,21.685689347732666,False,False,Rainy,104,2.5100198214120524
East,Loam,Cotton,946.0077045800716,29.272682205747316,True,True,Sunny,90,8.17996832295324
North,Peaty,Barley,597.5516651015507,35.657558011750055,True,True,Cloudy,81,6.408858837564382
South,Silt,Wheat,445.41170434954614,35.84224701574727,True,True,Sunny,69,4.518993853080699
West,Peaty,Barley,398.13551835594325,30.840222947322204,True,False,Sunny,60,3.6458409294750798
West,Peaty,Soybean,889.6526890637178,28.383053769389434,False,False,Sunny,74,4.8127733122145875
South,Peaty,Maize,425.10050194451276,28.08070792097571,False,False,Cloudy,87,2.4932748819116717
South,Chalky,Barley,792.94124363237,38.80471965803646,True,False,Cloudy,109,6.249266551767786
West,Clay,Rice,967.7303346450044,38.40596144717544,False,False,Rainy,100,4.818211410496719
South,Peaty,Barley,644.2037183995008,33.597245385407234,True,True,Cloudy,149,6.808847886258132
South,Sandy,Wheat,237.67477194004053,17.905670946734496,True,False,Sunny,133,3.2045632762962444
East,Clay,Rice,408.1336009057718,37.31536516539082,True,True,Sunny,99,4.721765407742895
South,Silt,Rice,797.4774201359032,31.2775108239961,False,False,Sunny,126,5.011291167686196
North,Silt,Soybean,129.05935463480384,15.588111989171548,True,True,Sunny,69,4.127325452958019
North,Peaty,Wheat,132.07908105318,21.864019584166112,False,False,Rainy,109,1.5450773703322116
North,Silt,Cotton,394.23478509659276,37.08218925587083,False,False,Cloudy,95,2.821169330307019
West,Peaty,Cotton,466.08209610213095,17.50904776368101,True,True,Sunny,116,5.43763625469519
North,Sandy,Wheat,257.3020607774886,28.752564024430626,False,False,Cloudy,100,1.7588617112974934
East,Sandy,Rice,961.361997913661,27.52800972917131,False,True,Sunny,138,6.427726433679629
North,Chalky,Wheat,377.3693008110705,33.08907320949118,True,True,Cloudy,103,4.928020016263812
West,Silt,Wheat,979.8174992341192,26.82804490064708,True,False,Rainy,135,6.492164552503122
East,Loam,Soybean,471.2783846972721,20.504002553061067,False,False,Cloudy,96,3.1332758399879728
North,Chalky,Soybean,481.2396700617162,22.445204505142225,True,False,Cloudy,64,4.96770325949412
East,Sandy,Maize,326.53309183591114,28.958581747911236,False,True,Cloudy,98,3.9382600575560556
East,Peaty,Wheat,728.5952705701087,35.05799117377776,False,False,Rainy,84,5.246189478723846
West,Clay,Wheat,203.86592675768077,36.73624797709904,False,False,Cloudy,106,1.3818720809523768
West,Sandy,Maize,978.442444829242,38.12240426110698,False,False,Cloudy,80,5.319798163959293
East,Clay,Maize,963.6642380857701,23.541645145938787,False,False,Cloudy,138,4.333006845898284
North,Sandy,Rice,627.2921961135379,21.664816175403917,False,False,Cloudy,107,3.70161930939207
West,Loam,Cotton,317.06056758971687,20.55419673340815,True,False,Sunny,120,3.710982381707614
East,Silt,Cotton,246.9559870145487,25.002542918265945,True,False,Rainy,146,2.3431842124849727
South,Peaty,Maize,793.0922014333329,18.824257417623777,True,True,Cloudy,78,7.830568829284091
South,Silt,Cotton,982.735594934539,39.13137008749605,True,True,Sunny,69,8.074974006666269
West,Clay,Wheat,759.3745099566543,21.864498156126352,True,False,Sunny,76,5.991596758388715
North,Sandy,Rice,650.3046646625111,38.837903394113596,True,False,Cloudy,119,5.686053293040808
South,Silt,Cotton,387.48096027790365,33.803835311080604,False,False,Cloudy,133,2.7405950832970656
South,Sandy,Rice,691.1819653856032,38.155537513714165,False,False,Sunny,65,5.123672934409006
South,Chalky,Soybean,987.645236030193,16.33533119635969,False,False,Cloudy,84,5.040170128881434
North,Sandy,Wheat,640.7645593066122,15.582113223264502,True,False,Cloudy,70,5.065992349364026
North,Peaty,Barley,592.603625502267,30.980555397125517,False,False,Rainy,66,3.507701791434555
West,Clay,Wheat,797.3947377357407,18.50102986135039,True,False,Cloudy,132,6.585028242027501
West,Loam,Barley,601.0373963685513,21.456754766079207,False,True,Sunny,114,5.466839828305549
South,Loam,Rice,705.7064524841554,28.95369511875955,False,True,Cloudy,149,4.919950727115971
North,Clay,Cotton,820.3027423942083,18.222454547670957,False,False,Sunny,143,4.288749642974164
East,Sandy,Barley,686.7902620833192,26.544485039737825,True,True,Sunny,91,7.1626713051332285
South,Clay,Soybean,761.2882564977485,23.925744188052995,False,True,Sunny,96,6.960441333002244
West,Loam,Soybean,770.6066909737636,19.6797166519263,True,True,Cloudy,125,6.742648631596441
North,Loam,Soybean,496.3037574595447,22.685782286712584,False,False,Rainy,89,4.013078715541805
West,Silt,Soybean,840.5279255420381,27.688888733648668,True,True,Rainy,86,7.883907493717447
West,Sandy,Soybean,372.81975879902524,30.869140976692062,False,False,Rainy,136,2.726842838700387
North,Chalky,Wheat,949.8728071275066,35.2345466300828,False,False,Sunny,111,5.272159431819456
South,Silt,Maize,262.898031720379,26.72262237485081,True,False,Sunny,60,2.940734563190829
North,Silt,Maize,244.49903230131673,16.178172840187617,True,False,Sunny,140,2.27766276699208
South,Sandy,Cotton,855.289769908478,37.213415027459135,False,False,Sunny,106,4.851323995299063
West,Clay,Rice,722.4037214249762,34.12763268020167,False,False,Rainy,135,4.292846889172012
North,Sandy,Barley,370.37468985432076,28.799145473846195,True,True,Rainy,76,4.62764034187969
East,Loam,Barley,190.98926654243257,29.19121000329138,False,False,Rainy,71,1.0628858009760258
South,Loam,Cotton,397.44906930087154,20.751025835398444,True,False,Rainy,121,4.200162730069441
East,Sandy,Rice,882.5792400209239,29.95174205772779,False,False,Rainy,68,4.867751112209129
South,Loam,Wheat,246.35551237281035,29.800866525084313,False,True,Rainy,117,3.443592340303838
North,Chalky,Soybean,940.6973000478465,31.182014669716285,False,True,Rainy,131,5.908510010080458
East,Sandy,Maize,555.1841316617963,35.95381325904819,False,True,Rainy,86,4.7299812286158245
North,Chalky,Maize,639.8826785838286,39.404059678593995,False,False,Rainy,138,4.202497090179684
South,Chalky,Cotton,633.4955308662871,38.74191329725109,True,False,Sunny,113,5.590396197018985
South,Silt,Wheat,478.6187674721447,34.43707998041566,True,False,Rainy,90,4.686690847721961
South,Peaty,Maize,923.2777094291094,25.957434305294427,False,True,Sunny,99,7.090455888271436
South,Peaty,Cotton,291.66691686914106,27.97849415889555,False,False,Rainy,121,2.655678217674186
West,Sandy,Rice,651.8777036514214,27.15942473683146,False,False,Cloudy,131,4.140713978292695
South,Loam,Wheat,665.7920550645925,39.72448957089729,False,False,Sunny,144,4.685922268651785
East,Loam,Barley,787.7142347463822,19.436019794189377,False,False,Sunny,86,5.187526527391434
South,Sandy,Barley,487.298590777728,16.479834178982674,False,False,Cloudy,97,3.153820258304323
North,Chalky,Soybean,177.04681294274405,27.062706942250024,True,False,Sunny,64,2.7169926050606383
West,Silt,Wheat,349.83398431993055,15.31874403706296,True,False,Cloudy,116,4.0928472867408825
East,Loam,Wheat,588.0025555693189,36.30523066083866,True,False,Cloudy,61,5.0560929151257215
West,Silt,Rice,436.98586947545937,26.868983544261674,False,False,Sunny,145,2.3441172832760113
West,Loam,Maize,238.03902346040405,37.01181061854825,False,True,Rainy,102,2.4876151494683794
West,Chalky,Cotton,838.1649886823078,20.14568178449901,True,True,Sunny,141,7.4833468044144595
North,Clay,Soybean,466.21861404402523,21.91653216095072,False,True,Sunny,134,3.436222525640507
West,Clay,Barley,702.0506564909675,17.23758681972703,True,False,Cloudy,108,5.309856088293794
West,Peaty,Cotton,575.0212331409457,27.46043005204447,True,False,Rainy,76,4.509371469882113
South,Clay,Wheat,830.1915949415005,35.305494770504424,True,False,Rainy,142,7.254669776680149
North,Clay,Cotton,578.2596361397011,38.87923122768034,True,True,Sunny,94,5.7756809391698365
East,Clay,Barley,699.3662950693979,15.042643681139076,True,False,Rainy,65,4.8646760032151635
East,Peaty,Wheat,633.6734182519848,36.37870967096595,False,True,Sunny,97,5.6536922752831815
East,Chalky,Wheat,685.3877332339648,28.169362051170843,False,False,Rainy,89,4.198615560485586
North,Clay,Maize,640.4759623960279,33.800149348348484,False,False,Cloudy,135,2.997377634421848
East,Clay,Barley,131.2506236187608,36.009629840363274,False,True,Sunny,129,2.4666908526228934
North,Loam,Barley,170.4408000592348,29.032755167676918,True,True,Cloudy,108,4.323820309354142
South,Silt,Soybean,899.6442870082029,24.9736537327851,False,True,Sunny,91,5.628484888696222
South,Loam,Maize,372.574257105406,21.453679236046224,False,False,Sunny,100,2.640693537954364
North,Sandy,Maize,283.46241716455216,31.609284146208367,False,True,Sunny,138,3.8931559105418367
East,Loam,Soybean,980.1755968970289,25.142058399414985,True,True,Rainy,113,8.387374051414369
North,Loam,Rice,806.166484122402,26.302479957038962,True,False,Sunny,63,6.229379845689891
North,Clay,Soybean,288.65697515132433,29.04411819348305,True,True,Cloudy,143,4.660529896278832
West,Peaty,Soybean,974.5444748226196,19.429835239798038,False,True,Sunny,77,7.238775796195448
North,Sandy,Maize,971.7745217571185,21.288329238124554,False,True,Rainy,136,6.70825952247055
West,Clay,Barley,215.93233334598003,20.98478364003669,False,True,Rainy,144,2.9771474734877716
South,Loam,Wheat,357.4268860953647,38.56818132853367,True,True,Sunny,87,5.285578945521368
West,Peaty,Maize,317.1005183783491,22.14153766930248,True,False,Cloudy,91,4.002594856756333
North,Peaty,Maize,264.89833459886046,24.819296861123107,False,False,Sunny,138,2.7532536012291215
South,Peaty,Cotton,953.6689351854832,35.60000077433154,True,True,Sunny,131,8.38462122526068
West,Peaty,Wheat,409.8235770082771,35.071704182288386,True,True,Rainy,95,5.308297421260048
North,Peaty,Rice,624.1199866390374,34.321927915766594,True,True,Rainy,133,6.2553702774416
South,Sandy,Soybean,624.5461076454137,21.329392868567425,False,True,Sunny,77,4.735790375173917
West,Chalky,Rice,723.5596285424208,27.056060101160284,True,False,Cloudy,104,5.031399972056891
North,Loam,Soybean,335.8060677130658,26.498067179910432,True,True,Rainy,97,5.070385913571046
North,Chalky,Wheat,928.6696746503425,31.284890612482826,False,True,Sunny,140,6.140870749219573
East,Sandy,Wheat,829.7542974973709,27.607801390007552,True,False,Rainy,93,6.294691812715897
East,Loam,Wheat,527.5945612120379,20.584996823965156,False,False,Rainy,89,3.0913625844716304
West,Loam,Rice,809.5541046584863,16.588050430621248,False,False,Sunny,107,3.7832198612303287
West,Loam,Rice,226.86375229527684,28.54013080705871,True,False,Sunny,113,3.6829796757544377
West,Peaty,Wheat,834.9745661156754,27.98097716814067,True,True,Cloudy,99,6.453285168253985
North,Silt,Cotton,297.1915494455601,33.32115869844092,True,True,Rainy,123,4.941355262332488
West,Peaty,Maize,394.08612168688416,37.48780425629336,False,False,Rainy,77,2.6635625213672167
North,Chalky,Maize,876.1732546753685,17.60976076660745,True,False,Cloudy,110,6.0148270543183004
West,Peaty,Rice,213.507022259956,15.273129271339775,False,True,Rainy,139,2.1762851614386904
North,Clay,Cotton,260.0022812649785,18.553225961016974,True,False,Sunny,90,2.830109487072428
North,Sandy,Barley,552.4788194534128,26.000080654697157,True,False,Sunny,107,5.267897438979001
East,Chalky,Maize,358.7619539637115,34.299470684039086,False,False,Sunny,123,2.486964067267098
South,Clay,Maize,972.6330750851573,35.36507487598739,False,True,Sunny,95,6.608167271407375
North,Loam,Barley,136.42020475262785,38.168244134811445,False,False,Sunny,63,1.2617976993399787
West,Silt,Cotton,167.916435712975,33.777835395620194,False,False,Rainy,141,2.042973210983158
East,Loam,Wheat,371.30442269579277,27.480323622825917,False,False,Cloudy,116,2.508357500078982
West,Chalky,Maize,414.5778863056517,22.771643396962375,True,False,Cloudy,109,3.4518110159595503
West,Peaty,Wheat,403.61006961963943,38.423949143467084,True,True,Sunny,116,5.290485062568825
North,Chalky,Rice,468.21576634648835,15.801267669157793,False,False,Sunny,84,1.8367530177003952
North,Peaty,Soybean,741.1299484045195,30.67851208100574,True,False,Sunny,128,5.968057374683167
South,Clay,Cotton,596.5080541612331,35.71638903143993,True,True,Sunny,136,6.252927215622869
North,Loam,Soybean,115.31067018895492,24.885262369862502,False,False,Sunny,68,1.2489663317662172
